NAME1,HEX1,HEX1a,NAME2,HEX2,HEX2a,RATIO,CODE
Kumera,#926627,#eaa33e,Snowy Mint,#D7FDDF,#ffffff,4.6,AA
Black Olive,#2F371D,#4b582e,Shamrock,#66DA9A,#a3fff6,7.2,AAA
Seance,#6F2099,#b233f5,Green Mist,#D2DBB9,#ffffff,6.2,AA
Plum,#9C448A,#fa6ddd,Chartreuse Yellow,#E1FE22,#ffff36,5.1,AA
Crater Brown,#4D2A2A,#7b4343,Brandy Punch,#D0923F,#ffea65,4.7,AA
Cod Gray,#040609,#060a0e,Royal Blue,#656BDC,#a2abff,4.5,AA
Purple,#7C00A4,#c600ff,Green Yellow,#76E62A,#bdff43,5.5,AA
Red Violet,#D01984,#ff28d3,Rice Flower,#E6FDDA,#ffffff,4.7,AA
Seaweed,#112A11,#1b431b,Shamrock,#59DCAE,#8effff,9,AAA
Midnight,#101839,#1a265b,Jaffa,#E58845,#ffda6e,6.6,AA
Governor Bay,#3E31AC,#634eff,Casper,#AAC5D7,#ffffff,5.2,AA
Blue,#2700EF,#3e00ff,Conifer,#9FD254,#feff86,5.1,AA
Barossa,#4C0028,#7a0040,Twine,#BD9961,#fff59b,5.9,AA
Gulf Blue,#081B5A,#0d2b90,Chateau Green,#11A858,#1bff8d,5.1,AA
Electric Violet,#7337F4,#b858ff,Snow Flurry,#E0F7C6,#ffffff,5.1,AA
Claret,#8D253E,#e23b63,Classic Rose,#F9CEE8,#ffffff,6.1,AA
Valhalla,#261855,#3d2688,Tumbleweed,#D9AC7D,#ffffc8,7.5,AAA
Ultramarine,#160B9A,#2312f6,Emerald,#15BA6E,#22ffb0,5.3,AA
Creole,#210E01,#351602,Havelock Blue,#7795DA,#beeeff,6.3,AA
Sepia Black,#230311,#38051b,Chateau Green,#20A25C,#33ff93,5.8,AA
Palm Green,#0E2511,#163b1b,Cornflower Blue,#65A1F2,#a2ffff,6.1,AA
Metallic Bronze,#463115,#704e22,Lima,#5EB200,#96ff00,4.6,AA
Catalina Blue,#042A7B,#0643c5,Green Yellow,#90EF27,#e6ff3e,9,AAA
Brown Tumbleweed,#3A2909,#5d420e,Lime,#B7F60B,#ffff12,10.8,AAA
Fern Frond,#627433,#9dba52,Humming Bird,#D3F9F1,#ffffff,4.6,AA
Rangitoto,#343C2A,#536043,Heliotrope,#EA75FB,#ffbbff,4.6,AA
Celtic,#132D21,#1e4835,Malachite,#1BB924,#2bff3a,5.6,AA
Martinique,#3F304C,#654d7a,Shocking Pink,#EE77F5,#ffbeff,4.9,AA
Brown Tumbleweed,#322601,#503d02,Christi,#77AD0B,#beff12,5.5,AA
Violet Eggplant,#911E9F,#e830fe,Electric Lime,#4BF83F,#78ff65,5.1,AA
Beaver,#8C6C5D,#e0ad95,Dew,#E9FFFE,#ffffff,4.6,AA
Temptress,#440417,#6d0625,Hopbush,#E380B9,#ffcdff,6.3,AA
Fuchsia Blue,#6D63D4,#ae9eff,Pale Prim,#FCFCB6,#ffffff,4.5,AA
Persian Blue,#3453D9,#5385ff,Australian Mint,#E0F2AB,#ffffff,5.2,AA
Purple Heart,#591BAB,#8e2bff,Snuff,#E1E1F8,#ffffff,7.5,AAA
Jagger,#381960,#5a289a,Cerulean,#17BDF0,#25ffff,6.5,AA
Razzmatazz,#DC016B,#ff02ab,Pale Prim,#FAFAB5,#ffffff,4.6,AA
Catalina Blue,#073381,#0b52ce,Madang,#BCF4C9,#ffffff,9.4,AAA
Old Brick,#9D222A,#fb3643,Conifer,#B4E33C,#ffff60,5.2,AA
Purple Heart,#7334DB,#b853ff,Granny Smith Apple,#9AEFB2,#f6ffff,4.7,AA
Honey Flower,#481574,#7322ba,Clam Shell,#D2B0AC,#ffffff,6.5,AA
Blue Dianne,#114C59,#1b7a8e,Picton Blue,#6ABAF3,#aaffff,4.5,AA
Claret,#770925,#be0e3b,Yellow Green,#D0E285,#ffffd5,8.1,AAA
Diesel,#1B0A13,#2b101e,Red,#F32C4B,#ff4678,4.8,AA
Irish Coffee,#5D3A24,#955d3a,French Lilac,#E7C7E6,#ffffff,6.5,AA
Saratoga,#5A591C,#908e2d,Golden Fizz,#FCF62E,#ffff4a,6.4,AA
Saratoga,#616A28,#9baa40,Green Yellow,#9BFE49,#f8ff75,4.6,AA
Lucky Point,#031A72,#052ab6,Shadow Green,#9EB9B0,#fdffff,7.2,AAA
Guardsman Red,#C30307,#ff050b,Blue Romance,#DAFEE3,#ffffff,5.8,AA
Medium Red Violet,#C73A89,#ff5ddb,Narvik,#EDFEF7,#ffffff,4.6,AA
Dark Blue,#3E00BC,#6300ff,Shocking Pink,#ED7AF9,#ffc3ff,4.5,AA
Grape,#441B53,#6d2b85,Hokey Pokey,#CBAD2E,#ffff4a,6.3,AA
Sherwood Green,#094130,#0e684d,Light Orchid,#EEA7DD,#ffffff,6.2,AA
Rock Spray,#B54002,#ff6603,Carla,#ECFCD3,#ffffff,5.3,AA
Tamarillo,#932116,#eb3523,Lima,#7FD232,#cbff50,4.5,AA
Mikado,#242105,#3a3508,Persian Rose,#FD3CAF,#ff60ff,5,AA
Calypso,#226177,#369bbe,Reef,#C2FD9D,#fffffb,5.9,AA
Bossanova,#583066,#8d4da3,Jordy Blue,#86BCFC,#d6ffff,5.2,AA
Camarone,#095D25,#0e953b,Rio Grande,#BED109,#ffff0e,4.7,AA
Minsk,#432572,#6b3bb6,Lavender,#D586DF,#ffd6ff,4.8,AA
Cobalt,#294BB1,#4278ff,Akaroa,#D8CDB3,#ffffff,4.9,AA
Black Rock,#0C0133,#130252,Hot Magenta,#F314D2,#ff20ff,5.5,AA
Purple,#631D9E,#9e2efd,Carousel Pink,#FAE7F6,#ffffff,8.1,AAA
Plantation,#254E4A,#3b7d76,Calico,#E6C39C,#fffffa,5.6,AA
Cardinal,#C1003C,#ff0060,Electric Lime,#2AFC20,#43ff33,4.5,AA
Black Russian,#0E011E,#160230,Fuchsia Blue,#7E64D9,#caa0ff,4.5,AA
Thatch Green,#383719,#5a5828,Malachite,#4CC832,#7aff50,5.6,AA
Cobalt,#253D99,#3b62f5,Green Yellow,#8CF631,#e0ff4e,7,AA
Dark Blue,#3D02B6,#6203ff,Bright Turquoise,#0DECD3,#15ffff,7.4,AAA
Venice Blue,#0F528A,#1883dd,Fringy Flower,#AADDC3,#ffffff,5.3,AA
Black Russian,#000625,#000a3b,Astral,#3883AA,#5ad2ff,4.7,AA
Dark Blue,#372BFB,#5845ff,Green Yellow,#92EC14,#eaff20,4.9,AA
Camarone,#196020,#289a33,Sail,#B0E0F6,#ffffff,5.4,AA
Black Rock,#0A002A,#100043,Sepia,#A86B57,#ffab8b,4.7,AA
Midnight Moss,#041002,#061a03,Lochmara,#377DCC,#58c8ff,4.6,AA
Valentino,#331041,#521a68,Turkish Rose,#B9778C,#ffbee0,4.7,AA
Chocolate,#360105,#560208,Dodger Blue,#1F83ED,#32d2ff,4.8,AA
Gondola,#210709,#350b0e,Maize,#F4D59F,#fffffe,13.5,AAA
Medium Red Violet,#AE3683,#ff56d2,Inch Worm,#C8FF58,#ffff8d,4.9,AA
Holly,#082316,#0d3823,Electric Lime,#15F31C,#22ff2d,11,AAA
Oracle,#3C6E6C,#60b0ad,Aquamarine,#98FABE,#f3ffff,4.6,AA
Cognac,#AE4728,#ff7240,Magic Mint,#A8FED4,#ffffff,4.8,AA
Cork,#452C20,#6e4633,Sahara,#AEA700,#ffff00,5.1,AA
Black,#000619,#000a28,Piper,#BB5D15,#ff9522,4.5,AA
Stromboli,#376655,#58a388,Inch Worm,#B9FC6D,#ffffae,5.4,AA
Purple Heart,#9348C2,#eb73ff,Feta,#ECFBE7,#ffffff,4.9,AA
Daisy Bush,#5F2AA3,#9843ff,Water Leaf,#9BFBFD,#f8ffff,7.5,AAA
Violet Eggplant,#9501A2,#ee02ff,Jagged Ice,#C9E6E8,#ffffff,5.7,AA
Purple Heart,#2D2BCC,#4845ff,Pampas,#F7F3F0,#ffffff,8.2,AAA
Cherry Pie,#220157,#36028b,Razzle Dazzle Rose,#EB33C2,#ff52ff,4.8,AA
Stratos,#0E0C43,#16136b,Razzmatazz,#EB3A73,#ff5db8,4.7,AA
Jazzberry Jam,#C00E59,#ff168e,Aquamarine,#93F7B8,#ebffff,4.7,AA
Bossanova,#4F1F48,#7e3273,Mauvelous,#E390A5,#ffe6ff,5.4,AA
Jaguar,#030512,#05081d,Lochmara,#1884C8,#26d3ff,5,AA
Denim,#046BC4,#06abff,Marigold Yellow,#FFEE79,#ffffc2,4.5,AA
Nile Blue,#21364D,#35567b,Portage,#9EAEF9,#fdffff,5.8,AA
Arapawa,#071065,#0b1aa2,Blue Chill,#189DA6,#26fbff,5,AA
Tangaroa,#030E34,#051653,Red Orange,#F82529,#ff3b42,4.7,AA
Plum,#710E61,#b5169b,Downy,#59C1BC,#8effff,5,AA
Violet,#250034,#3b0053,Fuchsia Pink,#D241BA,#ff68ff,4.6,AA
Purple Heart,#9547CA,#ee72ff,Dolly,#F4F981,#ffffce,4.6,AA
Purple Heart,#5118A6,#8226ff,Lavender,#F4B2CF,#ffffff,6,AA
Green,#15830E,#22d216,Milan,#FDFEA6,#ffffff,4.6,AA
Cowboy,#532B29,#854542,Summer Green,#90B4A1,#e6ffff,5.3,AA
Toledo,#3A0018,#5d0026,Limeade,#7C9A06,#c6f60a,5.4,AA
Black Bean,#091D16,#0e2e23,Vida Loca,#59930D,#8eeb15,4.7,AA
Roof Terracotta,#AC3328,#ff5240,Tusk,#EDF9C9,#ffffff,5.8,AA
Jewel,#086D42,#0dae6a,Golden Fizz,#F1FA27,#ffff3e,5.6,AA
Black Rock,#160935,#230e55,Moody Blue,#6B7AE6,#abc3ff,4.9,AA
Astronaut,#3A3976,#5d5bbd,Electric Lime,#0FDF08,#18ff0d,5.7,AA
Purple Heart,#7635DD,#bd55ff,Screamin Green,#68FA88,#a6ffda,4.7,AA
Costa Del Sol,#584E29,#8d7d42,Jonquil,#EBFD9E,#fffffd,7.5,AAA
Martinique,#35304F,#554d7e,Robin Egg Blue,#0EC5BE,#16ffff,5.8,AA
Camarone,#005F24,#00983a,Ripe Lemon,#F0D71D,#ffff2e,5.4,AA
Elephant,#133446,#1e5370,Green Yellow,#7EDD04,#caff06,7.6,AAA
Paprika,#A0173F,#ff2565,Mint Green,#82F69E,#d0fffd,5.8,AA
Electric Violet,#9317E2,#eb25ff,Golden Fizz,#E9FB40,#ffff66,5.3,AA
Resolution Blue,#132890,#1e40e6,Lima,#64D21E,#a0ff30,6.2,AA
Plum,#874476,#d86dbd,Inch Worm,#A0F552,#ffff83,5,AA
Woodland,#4F562D,#7e8a48,Bright Turquoise,#0FEBED,#18ffff,5.2,AA
Black Russian,#01001C,#02002d,Sea Green,#218653,#35d685,4.5,AA
Dark Blue,#410BBA,#6812ff,Just Right,#EACFBA,#ffffff,7.1,AAA
Scarlet,#DD0202,#ff0303,Starship,#F3FB54,#ffff86,4.6,AA
Grape,#3D1454,#622086,Scooter,#17BFCD,#25ffff,6.6,AA
Jazzberry Jam,#CA3B6D,#ff5eae,Dolly,#FFFE8A,#ffffdd,4.5,AA
Haiti,#220F36,#361856,Brown,#BA714D,#ffb57b,4.7,AA
Firefly,#192B2A,#284543,Key Lime Pie,#BDC633,#ffff52,7.9,AAA
Mulled Wine,#504C73,#807ab8,Emerald,#26E189,#3dffdb,4.7,AA
Seance,#7B0185,#c502d5,Blossom,#D2AAAF,#ffffff,4.6,AA
Kilamanjaro,#250809,#3b0d0e,Bouquet,#AB84B0,#ffd3ff,6,AA
Tawny Port,#752B51,#bb4582,Caribbean Green,#0DF2A7,#15ffff,6.4,AA
Gordons Green,#0B0F04,#121806,Scarlet,#EE2B09,#ff450e,4.6,AA
Violet Eggplant,#9318AE,#eb26ff,Inch Worm,#A7E83C,#ffff60,4.8,AA
Pompadour,#660343,#a3056b,Inch Worm,#A4E464,#ffffa0,8.4,AAA
Seaweed,#132E15,#1e4a22,Danube,#70A0D6,#b3ffff,5.4,AA
Seance,#650489,#a206db,Turquoise,#2CCCBE,#46ffff,5.4,AA
Log Cabin,#292917,#424225,Dull Lavender,#9792E1,#f2eaff,5.3,AA
Scarlet Gum,#481564,#7322a0,Mauve,#F19FFA,#fffeff,7.1,AAA
Lucky Point,#062074,#0a33ba,Gold Tips,#CEBB0C,#ffff13,7.3,AAA
Abbey,#485458,#73868d,Green Yellow,#9CF738,#faff5a,5.9,AA
Jacaranda,#28072D,#400b48,Patina,#61908A,#9be6dd,5.1,AA
Kingfisher Daisy,#381189,#5a1bdb,Mauve,#CC9FF6,#fffeff,6.1,AA
Cedar Wood Finish,#701808,#b3260d,Link Water,#CFDDED,#ffffff,8.3,AAA
Vivid Violet,#902D96,#e648f0,Aquamarine,#37F6CE,#58ffff,5.1,AA
Purple Heart,#2C20BD,#4633ff,Silver Tree,#7DC19D,#c8fffb,4.9,AA
Chestnut,#B04449,#ff6d75,Golden Fizz,#FEFD33,#ffff52,5.1,AA
Diesel,#0B0002,#120003,Chartreuse Yellow,#EBFD26,#ffff3d,18.3,AAA
Brown Bramble,#5E250A,#963b10,Sushi,#90AD39,#e6ff5b,4.7,AA
Crusoe,#064816,#0a7323,Pastel Green,#62D360,#9dff9a,5.7,AA
Jacko Bean,#321D12,#502e1d,Burnt Sienna,#E4704E,#ffb37d,5.1,AA
Dark Blue,#4E1BED,#7d2bff,Moon Raker,#D2CCF2,#ffffff,5.1,AA
Jaguar,#03000F,#050018,Hollywood Cerise,#DC099B,#ff0ef8,4.5,AA
Seance,#701280,#b31dcd,Yellow Green,#B2D064,#ffffa0,5.8,AA
Lipstick,#AC1C6A,#ff2daa,Oyster Pink,#F2CFCB,#ffffff,4.7,AA
Seance,#5D1D82,#952ed0,Downy,#6BC8BB,#abffff,5.4,AA
Aubergine,#380510,#5a081a,Neon Carrot,#F5953B,#ffee5e,7.7,AAA
Ultramarine,#02089E,#030dfd,Keppel,#53A591,#85ffe8,4.7,AA
San Marino,#5573B3,#88b8ff,Chilean Heath,#FDFDE5,#ffffff,4.5,AA
Violet,#1B0434,#2b0653,Norway,#A8BBA1,#ffffff,9.2,AAA
Maroon Oak,#6C232A,#ad3843,Lime,#B6F502,#ffff03,8.4,AAA
Dark Blue,#1225DA,#1d3bff,Inch Worm,#9CDD61,#faff9b,5.6,AA
Jacaranda,#370630,#580a4d,Indigo,#7085DB,#b3d5ff,4.9,AA
Loulou,#420647,#6a0a72,Pink Flamingo,#E86AF0,#ffaaff,5.7,AA
Meteorite,#3D1B76,#622bbd,Puerto Rico,#0CC2A3,#13ffff,5.7,AA
West Coast,#785B24,#c0923a,Banana Mania,#FBE8B0,#ffffff,5.2,AA
Black,#050103,#080205,Patina,#599984,#8ef5d3,6.2,AA
Blumine,#355F7C,#5598c6,Periwinkle Gray,#D4D1EE,#ffffff,4.6,AA
Deep Koamaru,#01197E,#0228ca,Apple,#31B93E,#4eff63,5.6,AA
Dark Ebony,#331F01,#523202,Harvest Gold,#DCAB6F,#ffffb2,7.6,AAA
Thunder,#3A2A34,#5d4353,Pelorous,#43AEC7,#6bffff,5.2,AA
Bleached Cedar,#2C1724,#46253a,Wild Blue Yonder,#7A84AF,#c3d3ff,4.6,AA
Dark Blue,#0929E6,#0e42ff,Wafer,#DBC8BD,#ffffff,5.3,AA
Purple Heart,#7B06CB,#c50aff,Key Lime Pie,#C2D42D,#ffff48,4.7,AA
Amazon,#418160,#68ce9a,Romance,#FFFDFB,#ffffff,4.6,AA
Kingfisher Daisy,#3F1687,#6523d8,Lima,#67C02E,#a5ff4a,5.5,AA
Cerulean Blue,#4653B5,#7085ff,Inch Worm,#BDEA37,#ffff58,4.7,AA
Buccaneer,#602933,#9a4252,Green Yellow,#8CE21E,#e0ff30,7,AA
Woodsmoke,#161616,#232323,Curious Blue,#3394CA,#52edff,5.4,AA
Seance,#6D1277,#ae1dbe,Lavender Pink,#F8B1DD,#ffffff,6.2,AA
Burnham,#002D21,#004835,Neon Carrot,#E88F35,#ffe555,6,AA
Pomegranate,#D82C0F,#ff4618,Feta,#ECFCE5,#ffffff,4.6,AA
Deluge,#6E5A9D,#b090fb,Snowy Mint,#D6FFE1,#ffffff,5.3,AA
Rose Bud Cherry,#860E48,#d61673,Inch Worm,#9BE166,#f8ffa3,6.2,AA
Blue,#3913F0,#5b1eff,Pastel Green,#47ED93,#72ffeb,5.5,AA
Black Russian,#1A0116,#2a0223,Citron,#A1B41A,#ffff2a,8.5,AAA
Potters Clay,#8C663D,#e0a362,Apricot White,#FDFFEB,#ffffff,5.1,AA
Violet Eggplant,#AC2EAB,#ff4aff,Manz,#EAF185,#ffffd5,4.7,AA
Ultramarine,#2613A3,#3d1eff,Envy,#8AA68B,#ddffde,4.6,AA
Dark Blue,#1B0CCA,#2b13ff,Vivid Tangerine,#FE9D7F,#fffbcb,5.3,AA
Electric Violet,#A01EE6,#ff30ff,Mint Julep,#F1EEBF,#ffffff,4.6,AA
Governor Bay,#433BB9,#6b5eff,Moon Raker,#E1D7FF,#ffffff,6,AA
Well Read,#B42633,#ff3d52,Inch Worm,#97F455,#f2ff88,4.7,AA
Blue,#1016FB,#1a23ff,Sky Blue,#80D4E3,#cdffff,4.9,AA
Aqua Deep,#064B49,#0a7875,Chinook,#ADEBC5,#ffffff,7.3,AAA
Crimson,#D01438,#ff205a,Electric Lime,#D2FD18,#ffff26,4.6,AA
Mahogany,#4E080A,#7d0d10,International Orange,#FE5300,#ff8500,4.7,AA
Purple Heart,#410BAF,#6812ff,Shadow Green,#95C5B9,#eeffff,5.8,AA
Chambray,#034F8A,#057edd,Hint Of Yellow,#FBFFE5,#ffffff,8.3,AAA
Chalet Green,#395F32,#5b9850,Spring Green,#19FD6E,#28ffb0,5.4,AA
Persian Indigo,#331685,#5223d5,Granny Smith Apple,#A3E99E,#fffffd,9.2,AAA
Rhino,#2D3959,#485b8e,Shamrock,#34C588,#53ffda,5.2,AA
Blue,#2F18F3,#4b26ff,Chartreuse,#60EC2B,#9aff45,5.3,AA
Palm Leaf,#123A11,#1d5d1b,Lima,#58C61E,#8dff30,5.8,AA
Daisy Bush,#3E178E,#6325e3,Apple,#4CBB4F,#7aff7e,5,AA
Gondola,#21090E,#350e16,Fruit Salad,#5B9550,#92ee80,5.3,AA
Dark Blue,#5C0DDC,#9315ff,Wild Rice,#DACD81,#ffffce,5.1,AA
Daintree,#06222A,#0a3643,Razzle Dazzle Rose,#F43FCC,#ff65ff,5.1,AA
Bottle Green,#0C3928,#135b40,Hit Gray,#94A5A9,#edffff,5,AA
Bay Of Many,#2B3077,#454dbe,Scooter,#24C6DB,#3affff,5.7,AA
Waiouru,#3F4102,#656803,Caribbean Green,#33F0B9,#52ffff,7.3,AAA
Amaranth,#D7244C,#ff3a7a,Australian Mint,#EEFDBA,#ffffff,4.6,AA
Night Shadz,#A6214D,#ff357b,Bitter Lemon,#DAE810,#ffff1a,5.3,AA
Black Russian,#0C0024,#13003a,Cranberry,#D44978,#ff75c0,4.8,AA
Teal Blue,#154052,#226683,Lemon,#F3E620,#ffff33,8.6,AAA
Kaitoke Green,#0C4923,#137538,Inch Worm,#AFE438,#ffff5a,7,AAA
Killarney,#2C5B37,#469258,Zinnwaldite,#E3BCAA,#ffffff,4.5,AA
Flirt,#9F0672,#fe0ab6,Algae Green,#8FE2B2,#e5ffff,5,AA
Vivid Violet,#9A52A6,#f683ff,Rice Flower,#E7FAE1,#ffffff,4.6,AA
Night Shadz,#90284B,#e64078,Electric Lime,#0CF910,#13ff1a,5.6,AA
Purple Heart,#4F19BD,#7e28ff,Starship,#E6F24E,#ffff7d,7.8,AAA
Jagger,#39054C,#5b087a,Malachite,#24C842,#3aff6a,7.2,AAA
Eminence,#6A176E,#aa25b0,Emerald,#19C861,#28ff9b,4.8,AA
Scampi,#5D5D9F,#9595fe,Selago,#F1EFFE,#ffffff,5.2,AA
Disco,#840A4C,#d3107a,Bahia,#A2D202,#ffff03,5.5,AA
Jaguar,#120111,#1d021b,Paarl,#AF6539,#ffa25b,4.6,AA
Jazzberry Jam,#C01E5D,#ff3095,Aquamarine,#5EFCC1,#96ffff,4.5,AA
Japanese Maple,#7B0C10,#c5131a,Granny Smith Apple,#82E8A9,#d0ffff,7.4,AAA
Blue Gem,#41139B,#681ef8,Fern,#6FB067,#b2ffa5,4.5,AA
Purple Heart,#A019CD,#ff28ff,Blue Romance,#C5EBD7,#ffffff,4.6,AA
Mikado,#2C2107,#46350b,Amulet,#779A75,#bef6bb,5,AA
Mule Fawn,#8A4432,#dd6d50,Aquamarine,#22FCCD,#36ffff,5.4,AA
Cardinal,#C70C38,#ff135a,Karry,#F6E2D3,#ffffff,4.7,AA
Seance,#761E9A,#bd30f6,Electric Lime,#3AF013,#5dff1e,5.6,AA
Falcon,#836476,#d2a0bd,Yellow,#ECFA0C,#ffff13,4.5,AA
Plum,#7E2663,#ca3d9e,Wild Willow,#A6C367,#ffffa5,4.5,AA
Deep Sea Green,#135A5B,#1e9092,Spring Green,#3FEC78,#65ffc0,5.1,AA
Thunderbird,#B82E1C,#ff4a2d,Golden Fizz,#E7FA38,#ffff5a,5.3,AA
Tory Blue,#17449D,#256dfb,Half Baked,#88C9D4,#daffff,4.8,AA
Arapawa,#191272,#281db6,Cornflower Blue,#408DE8,#66e2ff,4.5,AA
Dell,#3F762F,#65bd4b,Snowy Mint,#D8F9D7,#ffffff,4.8,AA
Honey Flower,#4E036C,#7d05ad,Cerulean,#23A8D1,#38ffff,4.9,AA
Dark Blue,#2F1BD8,#4b2bff,Citrus,#A7C200,#ffff00,4.6,AA
Deep Sea Green,#044E4F,#067d7e,Granny Smith Apple,#B8F2A9,#ffffff,7.4,AAA
Genoa,#0F6963,#18a89e,Pink Lace,#F5D9F6,#ffffff,5,AA
Blue Gem,#461093,#701aeb,Feijoa,#98C66B,#f3ffab,6.1,AA
Tory Blue,#1D49A4,#2e75ff,Saffron,#EABD31,#ffff4e,4.7,AA
Ultramarine,#1402A6,#2003ff,Careys Pink,#D0A2AE,#ffffff,6,AA
Royal Blue,#0257D7,#038bff,Aquamarine,#81FDCE,#ceffff,5,AA
Black Rose,#60042C,#9a0646,Lavender,#B884D6,#ffd3ff,4.7,AA
Sepia Black,#2F090E,#4b0e16,Eucalyptus,#3E9A6E,#63f6b0,5.2,AA
Affair,#5B3581,#9255ce,Lime,#BAF917,#ffff25,7.3,AAA
Tangaroa,#0C1035,#131a55,Apple,#22A621,#36ff35,5.7,AA
Revolver,#2B112E,#451b4a,Apple,#3CAA42,#60ff6a,5.7,AA
Persian Blue,#4043D5,#666bff,Caribbean Green,#47F1B6,#72ffff,4.9,AA
Seance,#68066E,#a60ab0,Wattle,#E0E049,#ffff75,8.1,AAA
Purple,#7612A5,#bd1dff,Aquamarine,#60F4D9,#9affff,6.4,AA
Haiti,#231134,#381b53,Driftwood,#AD7D43,#ffc86b,4.8,AA
Burnt Umber,#91392D,#e85b48,Bright Green,#4AE816,#76ff23,4.5,AA
Daisy Bush,#401E8D,#6630e2,Fountain Blue,#34B4BC,#53ffff,4.7,AA
Allports,#116C93,#1badeb,Pear,#DDED38,#ffff5a,4.5,AA
Dark Blue,#1707BB,#250bff,Melanie,#E8C3DD,#ffffff,7.4,AAA
Loulou,#531C47,#852d72,Jungle Green,#23B296,#38fff0,4.8,AA
Baltic Sea,#2E2832,#4a4050,Curious Blue,#39A2DE,#5bffff,5,AA
Jaguar,#0D030B,#150512,Fuchsia Pink,#C547C2,#ff72ff,4.9,AA
Honey Flower,#670A70,#a510b3,Malachite,#59CE41,#8eff68,5.6,AA
Windsor,#440E77,#6d16be,Light Wisteria,#BF83C4,#ffd2ff,4.6,AA
Persian Blue,#134CCD,#1e7aff,Chartreuse Yellow,#E3F925,#ffff3b,6.1,AA
Ultramarine,#120EA8,#1d16ff,Chelsea Cucumber,#85B069,#d5ffa8,5.1,AA
Violet Eggplant,#940484,#ed06d3,Green Yellow,#93FE30,#ebff4d,6.3,AA
Jagger,#2F0C4E,#4b137d,Green,#08A010,#0dff1a,4.7,AA
Red Devil,#8D1615,#e22322,Ronchi,#E0BA38,#ffff5a,5,AA
Royal Blue,#3468E1,#53a6ff,Carla,#EBFBD6,#ffffff,4.6,AA
Jazzberry Jam,#D43667,#ff56a5,Ivory,#FBFFF2,#ffffff,4.6,AA
Blue Ribbon,#3A61FE,#5d9bff,Spring Sun,#F9FFDE,#ffffff,4.7,AA
Blue Whale,#062C4A,#0a4676,Jordy Blue,#74A8E7,#baffff,5.8,AA
Mule Fawn,#924836,#ea7356,Chartreuse,#80FB33,#cdff52,4.9,AA
Rope,#945428,#ed8640,Las Palmas,#D5F228,#ffff40,4.7,AA
Dark Blue,#790AD4,#c210ff,Inch Worm,#9AF452,#f6ff83,5.5,AA
Haiti,#1B0429,#2b0642,Green,#249503,#3aee05,4.9,AA
Pompadour,#6B104C,#ab1a7a,Orchid,#E585DA,#ffd5ff,4.8,AA
Temptress,#3D020E,#620316,Hippie Blue,#619CAE,#9bfaff,5.7,AA
Millbrook,#5C472F,#93724b,Caribbean Green,#3DEBA9,#62ffff,5.7,AA
Jaguar,#120617,#1d0a25,Hacienda,#927706,#eabe0a,4.6,AA
Revolver,#20021F,#330332,San Marino,#567BC2,#8ac5ff,4.6,AA
Persian Blue,#0A44C8,#106dff,Bright Turquoise,#53ECD6,#85ffff,5.4,AA
Quincy,#5F412F,#98684b,Lavender Gray,#C0BDDE,#ffffff,5.1,AA
Dark Blue,#1313B5,#1e1eff,Bright Green,#60F335,#9aff55,8,AAA
Smalt,#332E90,#524ae6,Perfume,#CCBCF7,#ffffff,6.3,AA
Plantation,#294D48,#427b73,Feijoa,#93C675,#ebffbb,4.7,AA
Sepia Black,#310613,#4e0a1e,French Rose,#E43D7E,#ff62ca,4.5,AA
Maroon Oak,#490911,#750e1b,La Rioja,#A8C02F,#ffff4b,7.7,AAA
Kaitoke Green,#1A4417,#2a6d25,Emerald,#23D385,#38ffd5,5.7,AA
Bleached Cedar,#231529,#382242,Reef Gold,#9D800B,#fbcd12,4.6,AA
Butterfly Bush,#614B8C,#9b78e0,Mint Green,#34F398,#53fff3,5,AA
Gulf Blue,#17114C,#251b7a,De York,#80CD9A,#cdfff6,9.1,AAA
Rum,#775674,#be8aba,Fuego,#C7F047,#ffff72,4.7,AA
Electric Violet,#721AF5,#b62aff,Golden Sand,#F0DA75,#ffffbb,4.7,AA
Pigment Indigo,#521283,#831dd2,Olive Green,#ACAC59,#ffff8e,5,AA
Resolution Blue,#3D2E91,#624ae8,Aquamarine,#76EFC9,#bdffff,7.5,AAA
Deep Oak,#431F0C,#6b3213,Aquamarine,#28F8CE,#40ffff,10.7,AAA
Totem Pole,#A1110C,#ff1b13,Pastel Green,#86E37A,#d6ffc3,5.1,AA
Holly,#071B0B,#0b2b12,Bouquet,#A57191,#ffb5e8,4.6,AA
Tamarillo,#931215,#eb1d22,Spring Green,#07E378,#0bffc0,5.2,AA
Revolver,#21142A,#352043,Lavender Rose,#EF8BE0,#ffdeff,7.9,AAA
Honey Flower,#5B1B77,#922bbe,Foggy Gray,#C9C9B0,#ffffff,6.7,AA
Midnight Moss,#031008,#051a0d,Cerise,#E33F96,#ff65f0,5,AA
Pickled Bean,#684122,#a66836,Barberry,#DBD907,#ffff0b,5.9,AA
Dark Blue,#0E0ACD,#1610ff,French Lilac,#E0C8F2,#ffffff,7.1,AAA
San Marino,#3C77BF,#60beff,Sugar Cane,#F9FFF6,#ffffff,4.5,AA
Violet Eggplant,#B632CF,#ff50ff,Alabaster,#FCFBFD,#ffffff,4.7,AA
Firefly,#14232A,#203843,Yellow Orange,#FBB341,#ffff68,8.9,AAA
Black,#030608,#050a0d,Moody Blue,#6E6DC9,#b0aeff,4.5,AA
